,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
3418,236610,M. Kean,18,https://cdn.sofifa.org/players/4/19/236610.png,Italy,https://cdn.sofifa.org/flags/27.png,72,87,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€6.5M,€32K,1672,Right,1,3,3,High/ Medium,Lean,No,ST,18,"Aug 1, 2016",,2020,6'0,174lbs,70+2,70+2,70+2,67+2,69+2,69+2,69+2,67+2,65+2,65+2,65+2,65+2,57+2,57+2,57+2,65+2,48+2,45+2,45+2,45+2,48+2,45+2,42+2,42+2,42+2,45+2,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,51,65,68,27,28,16,13,8,10,7,9,€14.8M
3419,207683,S. Dioudis,25,https://cdn.sofifa.org/players/4/19/207683.png,Greece,https://cdn.sofifa.org/flags/22.png,72,75,Panathinaikos FC,https://cdn.sofifa.org/teams/2/light/1884.png,€2.8M,€1K,1143,Right,1,2,1,Medium/ Medium,Normal,No,GK,1,"Aug 8, 2017",,2020,6'2,176lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,15,26,18,13,19,19,23,24,40,45,48,66,59,19,54,33,60,20,18,21,13,34,28,63,17,20,11,76,70,65,68,75,€6.3M
3420,149571,S. Pellissier,39,https://cdn.sofifa.org/players/4/19/149571.png,Italy,https://cdn.sofifa.org/flags/27.png,72,72,Chievo Verona,https://cdn.sofifa.org/teams/2/light/192.png,€900K,€10K,1698,Right,2,4,3,Medium/ Low,Normal,No,ST,31,"Jul 1, 2002",,2019,5'9,168lbs,71+2,71+2,71+2,68+2,71+2,71+2,71+2,68+2,69+2,69+2,69+2,65+2,62+2,62+2,62+2,65+2,47+2,47+2,47+2,47+2,47+2,44+2,42+2,42+2,42+2,44+2,64,78,60,68,75,68,74,60,44,79,34,45,55,75,77,82,66,43,53,78,43,24,82,69,76,80,34,27,23,14,12,6,5,5,€1.5M
3421,202052,B. Afobe,25,https://cdn.sofifa.org/players/4/19/202052.png,DR Congo,https://cdn.sofifa.org/flags/110.png,72,76,Stoke City,https://cdn.sofifa.org/teams/2/light/1806.png,€4.1M,€31K,1749,Right,1,3,3,High/ Medium,Normal,Yes,ST,9,"Jan 10, 2016",,2022,6'0,172lbs,71+2,71+2,71+2,68+2,69+2,69+2,69+2,68+2,68+2,68+2,68+2,66+2,61+2,61+2,61+2,66+2,49+2,48+2,48+2,48+2,49+2,46+2,45+2,45+2,45+2,46+2,46,75,66,68,70,65,65,57,52,70,76,83,69,68,65,68,77,64,78,64,60,25,73,64,72,70,31,22,17,7,6,9,10,7,€8M
3422,201285,C. Gytkjær,28,https://cdn.sofifa.org/players/4/19/201285.png,Denmark,https://cdn.sofifa.org/flags/13.png,72,72,Lech Poznań,https://cdn.sofifa.org/teams/2/light/873.png,€3.2M,€9K,1790,Right,1,4,3,Medium/ Medium,Normal,No,ST,32,"Jul 1, 2017",,2019,6'1,170lbs,71+2,71+2,71+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,65+2,58+2,58+2,58+2,65+2,49+2,48+2,48+2,48+2,49+2,47+2,47+2,47+2,47+2,47+2,56,75,71,58,64,67,61,56,48,70,72,70,73,70,67,73,78,63,79,66,67,32,73,61,79,71,42,16,19,11,12,12,14,15,€4.3M
3423,213317,Kim Jin Su,26,https://cdn.sofifa.org/players/4/19/213317.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,72,73,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/teams/2/light/1477.png,€3M,€8K,1829,Left,1,3,3,Medium/ High,Normal,No,LB,22,"Jan 12, 2017",,2020,5'10,148lbs,56+2,56+2,56+2,64+2,61+2,61+2,61+2,64+2,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,70+2,68+2,68+2,68+2,70+2,70+2,68+2,68+2,68+2,70+2,71,26,59,71,23,68,66,68,62,69,79,77,78,66,76,46,71,65,64,47,64,74,69,57,55,63,66,73,71,14,6,12,9,7,€4.1M
3424,213829,A. Cerri,22,https://cdn.sofifa.org/players/4/19/213829.png,Italy,https://cdn.sofifa.org/flags/27.png,72,80,Cagliari,https://cdn.sofifa.org/teams/2/light/1842.png,€4.6M,€54K,1706,Right,1,3,3,Medium/ Medium,Normal,No,ST,9,,Juventus,"Jun 30, 2019",6'4,201lbs,71+2,71+2,71+2,64+2,67+2,67+2,67+2,64+2,65+2,65+2,65+2,62+2,58+2,58+2,58+2,62+2,48+2,49+2,49+2,49+2,48+2,47+2,50+2,50+2,50+2,47+2,40,75,75,65,68,68,64,34,45,73,54,69,60,60,66,75,73,68,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14,
3425,203590,F. Hübner,27,https://cdn.sofifa.org/players/4/19/203590.png,Germany,https://cdn.sofifa.org/flags/21.png,72,74,1. FC Union Berlin,https://cdn.sofifa.org/teams/2/light/1831.png,€3M,€20K,1545,Right,1,3,2,Medium/ Medium,Lean,No,LCB,19,"Jul 1, 2018",,2020,6'4,185lbs,52+2,52+2,52+2,47+2,48+2,48+2,48+2,47+2,47+2,47+2,47+2,49+2,52+2,52+2,52+2,49+2,62+2,64+2,64+2,64+2,62+2,65+2,71+2,71+2,71+2,65+2,50,40,74,58,25,32,31,21,51,54,54,53,52,69,48,62,50,59,79,35,73,74,44,37,44,68,70,77,73,8,12,13,10,13,€5.1M
3426,209990,R. Strebinger,25,https://cdn.sofifa.org/players/4/19/209990.png,Austria,https://cdn.sofifa.org/flags/4.png,72,76,SK Rapid Wien,https://cdn.sofifa.org/teams/2/light/254.png,€2.9M,€10K,1049,Right,1,2,1,Medium/ Medium,Normal,No,GK,1,"Jul 1, 2015",,2022,6'4,198lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,16,26,12,12,17,13,21,20,33,32,39,67,34,23,66,30,73,14,20,15,13,12,23,28,14,13,12,71,64,62,75,78,€4.5M
3427,223046,A. Çalık,24,https://cdn.sofifa.org/players/4/19/223046.png,Turkey,https://cdn.sofifa.org/flags/48.png,72,77,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€3.5M,€28K,1695,Right,1,4,2,Low/ High,Normal,No,CB,5,"Jan 13, 2017",,2021,6'0,170lbs,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,57+2,59+2,59+2,59+2,57+2,65+2,67+2,67+2,67+2,65+2,67+2,71+2,71+2,71+2,67+2,40,42,75,62,41,58,44,39,64,62,65,68,52,70,74,55,81,76,72,21,68,74,40,48,44,75,69,73,72,11,8,6,8,13,€7M
3428,165190,J. Ledley,31,https://cdn.sofifa.org/players/4/19/165190.png,Wales,https://cdn.sofifa.org/flags/50.png,72,72,Derby County,https://cdn.sofifa.org/teams/2/light/91.png,€2.1M,€27K,1946,Left,2,2,2,Medium/ Medium,Normal,Yes,CDM,16,"Sep 20, 2017",,2019,6'0,161lbs,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,66+2,69+2,69+2,69+2,66+2,68+2,71+2,71+2,71+2,68+2,68+2,71+2,71+2,71+2,68+2,67,62,72,73,53,59,69,53,68,74,60,53,53,72,72,70,90,75,77,67,70,72,67,63,70,78,73,70,65,13,13,8,10,13,€4M
3429,234822,A. Mobara,24,https://cdn.sofifa.org/players/4/19/234822.png,South Africa,https://cdn.sofifa.org/flags/140.png,72,77,Orlando Pirates,https://cdn.sofifa.org/teams/2/light/110930.png,€3.5M,€1K,1838,Right,1,4,3,Medium/ High,Lean,No,RB,18,"Jun 29, 2016",,2019,5'9,152lbs,62+2,62+2,62+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,70+2,68+2,68+2,68+2,70+2,71+2,68+2,68+2,68+2,71+2,65,50,72,72,49,68,48,59,66,69,80,76,68,66,66,57,75,71,51,56,55,68,64,60,43,62,76,73,73,10,6,9,6,11,€7.7M
3430,155463,V. Găman,29,https://cdn.sofifa.org/players/4/19/155463.png,Romania,https://cdn.sofifa.org/flags/39.png,72,72,Al Shabab,https://cdn.sofifa.org/teams/2/light/111674.png,€2.4M,€22K,1762,Right,1,3,2,Medium/ Medium,Lean,No,RCB,25,"Jul 1, 2018",,2019,6'3,181lbs,59+2,59+2,59+2,56+2,58+2,58+2,58+2,56+2,58+2,58+2,58+2,57+2,62+2,62+2,62+2,57+2,64+2,68+2,68+2,68+2,64+2,66+2,70+2,70+2,70+2,66+2,44,47,74,68,43,51,41,48,63,63,60,57,61,68,63,64,73,68,71,43,70,71,59,54,69,66,72,73,71,10,13,12,8,10,€4M
3431,182343,Hao Junmin,31,https://cdn.sofifa.org/players/4/19/182343.png,China PR,https://cdn.sofifa.org/flags/155.png,72,72,Shandong Luneng TaiShan FC,https://cdn.sofifa.org/teams/2/light/111724.png,€2.7M,€14K,1946,Right,1,4,3,High/ High,Normal,No,LCM,22,"Jul 1, 2011",,2019,5'10,172lbs,63+2,63+2,63+2,69+2,68+2,68+2,68+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,66+2,63+2,63+2,63+2,66+2,65,62,35,74,45,70,80,76,68,69,74,69,75,69,75,65,63,82,60,66,86,65,69,75,58,64,65,64,61,13,16,8,8,16,€5.7M
3432,206152,L. Aued,31,https://cdn.sofifa.org/players/4/19/206152.png,Argentina,https://cdn.sofifa.org/flags/52.png,72,72,Universidad Católica,https://cdn.sofifa.org/teams/2/light/110975.png,€2.7M,€8K,1860,Left,1,3,3,Medium/ Medium,Normal,No,LCM,11,"Jul 1, 2017",,2019,6'0,179lbs,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,71+2,71+2,71+2,68+2,67+2,69+2,69+2,69+2,67+2,65+2,64+2,64+2,64+2,65+2,69,52,57,74,59,72,65,66,74,73,54,54,61,73,56,65,57,77,80,63,60,68,69,71,67,57,59,62,60,8,6,15,7,7,€3.7M
3433,149064,C. Molinaro,34,https://cdn.sofifa.org/players/4/19/149064.png,Italy,https://cdn.sofifa.org/flags/27.png,72,72,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,€875K,€11K,1873,Left,2,2,3,High/ High,Normal,No,LB,3,"Jul 12, 2018",,2019,6'0,181lbs,60+2,60+2,60+2,62+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,70+2,69+2,69+2,69+2,70+2,70+2,72+2,72+2,72+2,70+2,74,33,63,70,53,69,67,44,61,64,66,69,65,71,68,69,74,65,72,56,77,75,62,54,63,75,72,75,74,9,7,10,14,8,€1.6M
3434,214601,S. Medina,26,https://cdn.sofifa.org/players/4/19/214601.png,Colombia,https://cdn.sofifa.org/flags/56.png,72,74,Monterrey,https://cdn.sofifa.org/teams/2/light/1032.png,€3.1M,€28K,1889,Right,1,3,3,High/ Medium,Normal,No,RWB,33,"Jun 6, 2014",,2023,5'11,152lbs,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,70+2,70+2,70+2,70+2,70+2,71+2,72+2,72+2,72+2,71+2,60,49,72,68,50,65,57,40,64,69,74,75,73,69,65,50,80,77,80,40,70,72,68,66,56,68,69,72,75,10,15,15,14,10,€5.4M
3435,224841,K. Diks,21,https://cdn.sofifa.org/players/4/19/224841.png,Netherlands,https://cdn.sofifa.org/flags/34.png,72,79,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€3.7M,€23K,1763,Right,1,3,3,High/ Medium,Lean,No,RB,34,"Jul 6, 2016",,2021,6'1,154lbs,56+2,56+2,56+2,60+2,58+2,58+2,58+2,60+2,58+2,58+2,58+2,62+2,62+2,62+2,62+2,62+2,70+2,69+2,69+2,69+2,70+2,70+2,71+2,71+2,71+2,70+2,62,23,65,70,36,66,42,30,63,73,75,75,71,65,66,58,73,76,69,57,77,74,54,31,42,62,70,73,71,7,15,9,10,15,€7.1M
3436,167753,A. Büyük,30,https://cdn.sofifa.org/players/4/19/167753.png,Turkey,https://cdn.sofifa.org/flags/48.png,72,72,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,€2.9M,€11K,1830,Right,1,3,3,High/ Medium,Stocky,No,LM,10,"Sep 7, 2017",,2019,5'10,172lbs,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,53+2,51+2,51+2,51+2,53+2,50+2,44+2,44+2,44+2,50+2,62,72,71,70,65,76,63,45,62,76,75,77,82,71,84,71,92,73,48,71,74,37,70,65,59,70,21,19,20,11,7,15,15,11,€5.9M
3437,198474,Guitián,27,https://cdn.sofifa.org/players/4/19/198474.png,Spain,https://cdn.sofifa.org/flags/45.png,72,74,Real Zaragoza,https://cdn.sofifa.org/teams/2/light/244.png,€3M,€7K,1713,Right,1,3,2,Low/ Medium,Normal,No,CB,6,"Dec 10, 2018",,2021,5'11,152lbs,56+2,56+2,56+2,55+2,57+2,57+2,57+2,55+2,59+2,59+2,59+2,58+2,62+2,62+2,62+2,58+2,64+2,68+2,68+2,68+2,64+2,65+2,70+2,70+2,70+2,65+2,35,36,72,70,31,58,44,34,64,63,64,66,65,66,63,59,87,73,77,37,71,73,52,58,30,67,68,69,70,13,7,11,12,15,€5.1M
3438,200778,C. Christie,25,https://cdn.sofifa.org/players/4/19/200778.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,72,75,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€3.2M,€32K,1861,Right,1,2,3,High/ Medium,Normal,Yes,RCM,3,"Jan 31, 2018",,2021,6'2,172lbs,64+2,64+2,64+2,68+2,66+2,66+2,66+2,68+2,66+2,66+2,66+2,69+2,66+2,66+2,66+2,69+2,71+2,68+2,68+2,68+2,71+2,71+2,69+2,69+2,69+2,71+2,70,49,63,67,41,73,57,35,60,69,76,87,75,71,56,60,70,78,75,47,72,67,68,62,49,62,69,73,67,11,15,7,12,10,€6.3M
3439,201290,R. Žulj,26,https://cdn.sofifa.org/players/4/19/201290.png,Austria,https://cdn.sofifa.org/flags/4.png,72,74,1. FC Union Berlin,https://cdn.sofifa.org/teams/2/light/1831.png,€3.8M,€25K,1788,Right,1,3,3,Medium/ Medium,Lean,No,CF,32,,TSG 1899 Hoffenheim,"Jun 30, 2019",6'2,196lbs,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,69+2,53+2,54+2,54+2,54+2,53+2,49+2,47+2,47+2,47+2,49+2,65,71,66,75,70,76,68,70,71,77,53,53,55,70,61,76,79,65,77,72,46,28,74,72,55,71,47,19,27,8,12,11,9,10,
3440,223818,João Afonso,28,https://cdn.sofifa.org/players/4/19/223818.png,Portugal,https://cdn.sofifa.org/flags/38.png,72,72,Vitória Guimarães,https://cdn.sofifa.org/teams/2/light/1887.png,€2.5M,€8K,1508,Right,1,3,2,Medium/ Medium,Normal,No,CB,6,"Jul 1, 2014",,2019,6'2,185lbs,47+2,47+2,47+2,45+2,44+2,44+2,44+2,45+2,44+2,44+2,44+2,48+2,51+2,51+2,51+2,48+2,61+2,63+2,63+2,63+2,61+2,63+2,70+2,70+2,70+2,63+2,48,29,75,54,28,50,27,30,52,58,54,40,43,65,48,45,73,72,87,21,74,66,24,32,46,65,70,74,71,6,8,9,15,14,€5.3M
3441,213323,S. Decarli,26,https://cdn.sofifa.org/players/4/19/213323.png,Switzerland,https://cdn.sofifa.org/flags/47.png,72,75,Club Brugge KV,https://cdn.sofifa.org/teams/2/light/231.png,€3.2M,€15K,1612,Right,1,2,2,Medium/ High,Lean,No,CB,35,"Aug 21, 2017",,2020,6'2,181lbs,50+2,50+2,50+2,50+2,49+2,49+2,49+2,50+2,50+2,50+2,50+2,52+2,55+2,55+2,55+2,52+2,63+2,66+2,66+2,66+2,63+2,66+2,71+2,71+2,71+2,66+2,38,32,73,60,37,49,39,51,55,62,65,68,58,65,55,41,67,65,78,22,68,74,35,43,39,66,72,73,74,16,6,9,9,14,€5.1M
3442,155979,R. McCormack,31,https://cdn.sofifa.org/players/4/19/155979.png,Scotland,https://cdn.sofifa.org/flags/42.png,72,72,Central Coast Mariners,https://cdn.sofifa.org/teams/2/light/111396.png,€2.8M,€16K,1857,Right,1,4,3,Low/ Low,Stocky,No,LS,44,,Aston Villa,"May 31, 2019",5'9,163lbs,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,69+2,64+2,64+2,64+2,69+2,51+2,51+2,51+2,51+2,51+2,48+2,46+2,46+2,46+2,48+2,71,70,62,68,70,70,79,80,66,74,66,67,75,70,82,79,59,50,78,72,71,30,73,71,80,71,29,25,22,7,7,13,12,9,
3443,232523,B. Trawally,23,https://cdn.sofifa.org/players/4/19/232523.png,Gambia,https://cdn.sofifa.org/flags/116.png,72,78,Guizhou Hengfeng FC,https://cdn.sofifa.org/teams/2/light/112977.png,€4.3M,€11K,1721,Right,1,3,3,High/ Medium,Lean,No,LS,9,"Feb 28, 2018",,2021,6'1,154lbs,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,69+2,64+2,64+2,64+2,69+2,53+2,50+2,50+2,50+2,53+2,51+2,44+2,44+2,44+2,51+2,48,76,62,70,54,74,47,68,62,72,74,79,80,75,66,65,69,68,52,65,42,27,76,55,48,60,16,35,43,8,11,14,7,13,€10.2M
3444,178251,R. Danzé,31,https://cdn.sofifa.org/players/4/19/178251.png,France,https://cdn.sofifa.org/flags/18.png,72,72,Stade Rennais FC,https://cdn.sofifa.org/teams/2/light/74.png,€2M,€20K,1896,Right,2,3,3,Medium/ Medium,Lean,No,RB,29,"Jul 1, 2006",,2019,6'0,161lbs,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,69+2,69+2,69+2,66+2,70+2,72+2,72+2,72+2,70+2,70+2,72+2,72+2,72+2,70+2,71,52,66,74,58,69,61,55,72,72,64,55,64,70,67,69,63,65,72,71,75,77,59,66,42,76,73,73,74,9,10,8,13,7,€3.9M
3445,226380,Hwang Hee Chan,22,https://cdn.sofifa.org/players/4/19/226380.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,72,82,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,€5M,€24K,1783,Right,1,3,3,High/ Medium,Normal,No,ST,20,,FC Red Bull Salzburg,"Jun 30, 2019",5'10,170lbs,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,71+2,62+2,62+2,62+2,71+2,53+2,49+2,49+2,49+2,53+2,50+2,43+2,43+2,43+2,50+2,58,70,60,66,61,72,58,44,55,74,92,90,87,73,78,70,70,72,70,59,57,22,72,64,60,64,28,23,24,11,7,10,11,15,
